起始节点_ID,终止节点_ID,街道名称,道路功能分类,运行方向,车道数,长度(米),最高限速,OSM原始标签
6522711736,6522711747,,专用非机动车/步行道,双向道,,18.58034755,,footway
6522711736,6522711734,,专用非机动车/步行道,双向道,,123.4273472,,footway
6522711738,6522711734,,专用非机动车/步行道,双向道,,44.63742407,,footway
6522711738,6522711743,,专用非机动车/步行道,双向道,,45.28252571,,footway
6522711738,6522711741,,专用非机动车/步行道,双向道,,45.35486828,,footway
6522711740,6522711746,,专用非机动车/步行道,双向道,,27.62207199,,footway
6522711740,6522711741,,专用非机动车/步行道,双向道,,74.33505665,,footway
6522711740,6522711773,,专用非机动车/步行道,双向道,,87.74504693,,footway
6522711741,6522711740,,专用非机动车/步行道,双向道,,74.33505665,,footway
6522711741,6522711727,,专用非机动车/步行道,双向道,,50.3817612,,footway
6522711741,6522711742,,专用非机动车/步行道,双向道,,61.85011789,,footway
6522711741,6522711738,,专用非机动车/步行道,双向道,,45.35486828,,footway
6522711742,6522711727,,专用非机动车/步行道,双向道,,35.02728173,,footway
6522711742,6522711743,,专用非机动车/步行道,双向道,,23.90620159,,footway
6522711742,6522711741,,专用非机动车/步行道,双向道,,61.85011789,,footway
6522711743,6522711742,,专用非机动车/步行道,双向道,,23.90620159,,footway
6522711743,6522711726,,专用非机动车/步行道,双向道,,23.79791124,,footway
6522711743,6522711738,,专用非机动车/步行道,双向道,,45.28252571,,footway
6522711744,6522711734,,专用非机动车/步行道,双向道,,3.021844217,,footway
6522711744,6522711733,,专用非机动车/步行道,双向道,,138.8967446,,footway
6522711744,6522711726,,专用非机动车/步行道,双向道,,37.30058557,,footway
6522711745,6522711746,,专用非机动车/步行道,双向道,,22.86142188,,footway
6522711745,6522711770,,专用非机动车/步行道,双向道,,44.77473119,,footway
6522711745,6522711754,,专用非机动车/步行道,双向道,,36.69923981,,footway
6522711746,6522711758,,专用非机动车/步行道,双向道,,11.39489206,,footway
6522711746,6522711740,,专用非机动车/步行道,双向道,,27.62207199,,footway
6522711746,6522711745,,专用非机动车/步行道,双向道,,22.86142188,,footway
6522711747,6522711770,,专用非机动车/步行道,双向道,,37.5397091,,footway
6522711747,6522711736,,专用非机动车/步行道,双向道,,18.58034755,,footway
6522711747,6522711767,,专用非机动车/步行道,双向道,,61.77440598,,footway
6522711748,6522711762,,专用非机动车/步行道,双向道,,28.48008091,,footway
6522711748,6522711761,,专用非机动车/步行道,双向道,,33.26672775,,footway
6522711748,7424466507,,专用非机动车/步行道,双向道,,75.06964703,,footway
6522711748,6522711753,,专用非机动车/步行道,双向道,,448.3761565,,footway
6522711753,6522711748,,专用非机动车/步行道,双向道,,448.3761565,,footway
6522711754,7424466519,,专用非机动车/步行道,双向道,,8.282381885,,footway
6522711754,6522711745,,专用非机动车/步行道,双向道,,36.69923981,,footway
6522711754,6522711758,,专用非机动车/步行道,双向道,,32.72491223,,footway
6522711755,6522711759,,专用非机动车/步行道,双向道,,16.09891737,,footway
6522711755,7424466519,,专用非机动车/步行道,双向道,,12.34445269,,footway
6522711755,6522711771,,专用非机动车/步行道,双向道,,17.59761646,,footway
6522711757,6522711760,,专用非机动车/步行道,双向道,,34.37890729,,footway
6522711757,6522711764,,专用非机动车/步行道,双向道,,16.03126498,,footway
6522711757,7424466507,,专用非机动车/步行道,双向道,,99.65776737,,footway
6522711758,6522711760,,专用非机动车/步行道,双向道,,36.26701699,,footway
6522711758,6522711746,,专用非机动车/步行道,双向道,,11.39489206,,footway
6522711758,6522711754,,专用非机动车/步行道,双向道,,32.72491223,,footway
6522711759,6522711755,,专用非机动车/步行道,双向道,,16.09891737,,footway
6522711759,6522711760,,专用非机动车/步行道,双向道,,37.47187862,,footway
6522711759,6522711764,,专用非机动车/步行道,双向道,,27.72454282,,footway
6522711760,6522711757,,专用非机动车/步行道,双向道,,34.37890729,,footway
6522711760,6522711758,,专用非机动车/步行道,双向道,,36.26701699,,footway
6522711760,6522711759,,专用非机动车/步行道,双向道,,37.47187862,,footway
6522711761,6522711768,,专用非机动车/步行道,双向道,,42.78169202,,footway
6522711761,6522711762,,专用非机动车/步行道,双向道,,10.76198727,,footway
6522711761,6522711748,,专用非机动车/步行道,双向道,,33.26672775,,footway
6522711762,6522711748,,专用非机动车/步行道,双向道,,28.48008091,,footway
6522711762,6522711767,,专用非机动车/步行道,双向道,,40.51544993,,footway
6522711762,6522711761,,专用非机动车/步行道,双向道,,10.76198727,,footway
6522711762,6522711769,,专用非机动车/步行道,双向道,,81.30408306,,footway
6522711764,6522711757,,专用非机动车/步行道,双向道,,16.03126498,,footway
6522711764,6522711769,,专用非机动车/步行道,双向道,,32.00766928,,footway
6522711764,6522711759,,专用非机动车/步行道,双向道,,27.72454282,,footway
6522711766,6522711767,,专用非机动车/步行道,双向道,,12.97874668,,footway
6522711766,6522711769,,专用非机动车/步行道,双向道,,53.75978469,,footway
6522711766,6522711771,,专用非机动车/步行道,双向道,,58.49728181,,footway
6522711767,6522711762,,专用非机动车/步行道,双向道,,40.51544993,,footway
6522711767,6522711747,,专用非机动车/步行道,双向道,,61.77440598,,footway
6522711767,6522711768,,专用非机动车/步行道,双向道,,11.96455686,,footway
6522711767,6522711766,,专用非机动车/步行道,双向道,,12.97874668,,footway
6522711768,6522711761,,专用非机动车/步行道,双向道,,42.78169202,,footway
6522711768,6522711767,,专用非机动车/步行道,双向道,,11.96455686,,footway
6522711768,7424466508,,专用非机动车/步行道,双向道,,40.04167438,,footway
6522711769,6522711764,,专用非机动车/步行道,双向道,,32.00766928,,footway
6522711769,6522711766,,专用非机动车/步行道,双向道,,53.75978469,,footway
6522711769,6522711762,,专用非机动车/步行道,双向道,,81.30408306,,footway
6522711770,6522711745,,专用非机动车/步行道,双向道,,44.77473119,,footway
6522711770,6522711747,,专用非机动车/步行道,双向道,,37.5397091,,footway
6522711770,6522711771,,专用非机动车/步行道,双向道,,33.65125772,,footway
6522711771,6522711755,,专用非机动车/步行道,双向道,,17.59761646,,footway
6522711771,6522711770,,专用非机动车/步行道,双向道,,33.65125772,,footway
6522711771,6522711766,,专用非机动车/步行道,双向道,,58.49728181,,footway
6522711773,6522711680,,专用非机动车/步行道,双向道,,31.66819486,,footway
6522711773,6522711774,,专用非机动车/步行道,双向道,,64.67863784,,footway
6522711773,6522711740,,专用非机动车/步行道,双向道,,87.74504693,,footway
6522711774,6522711728,,专用非机动车/步行道,双向道,,32.23183078,,footway
6522711774,6522711773,,专用非机动车/步行道,双向道,,64.67863784,,footway
6522711774,6522711727,,专用非机动车/步行道,双向道,,39.13479977,,footway
6522711775,6522711686,,专用非机动车/步行道,双向道,,30.98011571,,footway
6522711775,6522711776,,专用非机动车/步行道,双向道,,17.61436099,,footway
6522711775,7424466526,,专用非机动车/步行道,双向道,,46.34825938,,footway
6522711776,6522711775,,专用非机动车/步行道,双向道,,17.61436099,,footway
6522711776,6522711796,,专用非机动车/步行道,双向道,,4.056039658,,footway
6522711776,6522711631,,专用非机动车/步行道,双向道,,62.21474899,,footway
6522711796,6522711797,,专用非机动车/步行道,双向道,,25.77048674,,footway
6522711796,6522711797,,专用非机动车/步行道,双向道,,98.49428788,,footway
6522711796,6522711776,,专用非机动车/步行道,双向道,,4.056039658,,footway
6522711797,6522711796,,专用非机动车/步行道,双向道,,25.77048674,,footway
6522711797,6522711796,,专用非机动车/步行道,双向道,,98.49428788,,footway
6522711797,6522711631,,专用非机动车/步行道,双向道,,60.1342877,,footway
6523775921,6523873188,凯滨路,其他/社区道路,双向道,,5.498090778,,residential
6523775921,6523775963,,弄堂/生活性支路,双向道,,86.4997048,,service
6523775921,6523775983,,弄堂/生活性支路,双向道,,139.2937875,,service
6523775921,6523873204,凯滨路,其他/社区道路,双向道,,262.9942916,,residential
6523775923,6523873202,宛平南路,机动车干道,单向道,,47.54359903,,secondary
6523775923,6523775929,,弄堂/生活性支路,双向道,,202.8088173,,service
6523775929,6523775923,,弄堂/生活性支路,双向道,,202.8088173,,service
6523775929,6523775962,,弄堂/生活性支路,双向道,,116.970604,,service
6523775929,6523873204,瑞宁路,其他/社区道路,单向道,,176.3449027,,residential
6523775933,6523775962,,弄堂/生活性支路,双向道,,39.08489293,,service
6523775933,6523775941,,弄堂/生活性支路,双向道,,170.688767,,service
6523775933,6523775944,,弄堂/生活性支路,双向道,,28.10103144,,service
6523775941,6523775944,,弄堂/生活性支路,双向道,,47.39675671,,service
6523775941,6523775933,,弄堂/生活性支路,双向道,,170.688767,,service
6523775941,6523775963,,弄堂/生活性支路,双向道,,264.1669684,,service
6523775944,6523775941,,弄堂/生活性支路,双向道,,47.39675671,,service
6523775944,6523775933,,弄堂/生活性支路,双向道,,28.10103144,,service
6523775944,6523775962,,弄堂/生活性支路,双向道,,29.27047641,,service
6523775962,6523775933,,弄堂/生活性支路,双向道,,39.08489293,,service
6523775962,6523775929,,弄堂/生活性支路,双向道,,116.970604,,service
6523775962,6523775944,,弄堂/生活性支路,双向道,,29.27047641,,service
6523775963,6523775921,,弄堂/生活性支路,双向道,,86.4997048,,service
6523775963,6523775941,,弄堂/生活性支路,双向道,,264.1669684,,service
6523775963,6523775973,,弄堂/生活性支路,双向道,,93.26985297,,service
6523775973,6523775963,,弄堂/生活性支路,双向道,,93.26985297,,service
6523775983,6523873201,,弄堂/生活性支路,双向道,,65.43000148,,service
6523775983,6523873201,,弄堂/生活性支路,双向道,,201.3165791,,"['service', 'living_street']"
6523775983,6523775921,,弄堂/生活性支路,双向道,,139.2937875,,service
6523873188,6523775921,凯滨路,其他/社区道路,双向道,,5.498090778,,residential
6523873188,6523873201,,弄堂/生活性支路,双向道,,44.0368945,,service
6523873188,4395552382,凯滨路,机动车干道,双向道,,172.691017,,"['residential', 'tertiary']"
6523873201,6523873188,,弄堂/生活性支路,双向道,,44.0368945,,service
6523873201,6523775983,,弄堂/生活性支路,双向道,,65.43000148,,service
6523873201,6523775983,,弄堂/生活性支路,双向道,,201.3165791,,"['service', 'living_street']"
6523873202,2414856885,宛平南路,机动车干道,单向道,,14.87273353,,secondary
6523873202,6523775929,瑞宁路,其他/社区道路,单向道,,171.8189366,,residential
6523873204,4393224427,凯滨路,其他/社区道路,双向道,,13.21204965,,residential
6523873204,4215841614,瑞宁路,其他/社区道路,单向道,,283.1962269,,residential
6523873204,6523775921,凯滨路,其他/社区道路,双向道,,262.9942916,,residential
6538843047,2822042847,,弄堂/生活性支路,双向道,,9.150247781,,service
6538843047,2822042849,,弄堂/生活性支路,双向道,,8.436081102,,service
6538843047,6284525188,,弄堂/生活性支路,双向道,,129.8927192,,service
6541835559,6074895692,长乐路,其他/社区道路,双向道,1,30.59939292,,residential
6541835559,2822040271,长乐路,其他/社区道路,双向道,1,82.94392323,,residential
6679481312,5081264633,,弄堂/生活性支路,双向道,,50.91417329,,service
6679481312,5081261421,,弄堂/生活性支路,双向道,,71.67207043,,service
6679481312,5081265667,,弄堂/生活性支路,双向道,,56.63597781,,service
6679481312,3034560107,,弄堂/生活性支路,双向道,,72.26882441,,service
6679481315,11215330885,,其他/社区道路,双向道,2,50.17707067,20,unclassified
6679481315,5081199543,,其他/社区道路,双向道,2,65.43045449,20,unclassified
6679481315,3034560077,,弄堂/生活性支路,双向道,,134.4917606,,service
6679481315,3034560096,,弄堂/生活性支路,双向道,,109.151143,,service
6679482775,3034716241,,弄堂/生活性支路,双向道,,42.36639235,,service
6679482775,5081255539,,其他/社区道路,双向道,2,125.3938929,30,unclassified
6679482775,7384134250,,其他/社区道路,双向道,2,46.15079758,30,unclassified
6679482775,3034716239,,弄堂/生活性支路,双向道,,44.09960362,,service
6679482777,3034560103,,弄堂/生活性支路,双向道,,31.07300714,,service
6679482777,3034560104,,弄堂/生活性支路,双向道,,69.77337152,,service
6679482777,5084971952,,专用非机动车/步行道,双向道,,76.88656374,,footway
6679482777,3034560099,,弄堂/生活性支路,双向道,,151.6795126,,"['service', 'footway']"
6679484105,3034716220,勤奋路,其他/社区道路,双向道,,67.52022275,,unclassified
6679484105,3034716222,勤奋路,其他/社区道路,双向道,,46.68729351,,unclassified
6679484105,3034560095,,其他/社区道路,双向道,2,92.39566463,30,unclassified
6679484105,5081261421,,其他/社区道路,双向道,2,102.9896382,30,unclassified
6717798975,5257169045,,专用非机动车/步行道,双向道,,310.6189985,,"['residential', 'footway']"
6796878437,154073348,复兴中路,机动车干道,单向道,2,90.34294042,,secondary
6796878437,6796878438,,弄堂/生活性支路,双向道,,64.44097995,,service
6796878438,12343206348,永康路142弄,弄堂/生活性支路,双向道,,115.9350766,,service
6796878438,12343206348,,弄堂/生活性支路,双向道,,196.7621232,,service
6796878438,6796878437,,弄堂/生活性支路,双向道,,64.44097995,,service
6796878441,4459852495,永康路,其他/社区道路,单向道,,3.499851584,,residential
6796878441,12343206348,永康路142弄,弄堂/生活性支路,双向道,,58.59466194,,service
6819015849,2985724523,,其他/社区道路,双向道,,186.472853,,residential
6843507607,10234952907,,其他/社区道路,双向道,,263.3654285,,unclassified
6843507607,10234997825,,其他/社区道路,双向道,,321.1185935,,unclassified
6843507607,10222938480,,专用非机动车/步行道,双向道,,109.7631807,,footway
6843507626,10693009454,,其他/社区道路,双向道,,6.180749091,,unclassified
6843507626,6843541302,,其他/社区道路,双向道,,340.9680328,,unclassified
6843507626,10222938480,,其他/社区道路,双向道,,267.4792309,,unclassified
6843507632,10222938480,,其他/社区道路,双向道,,8.055510316,,unclassified
6843507632,6843541344,,其他/社区道路,双向道,,310.9664697,,unclassified
6843507632,6843541355,,其他/社区道路,双向道,,210.6859469,,unclassified
6843507636,10221440324,,弄堂/生活性支路,双向道,,12.25485495,,service
6843507636,10221440333,,弄堂/生活性支路,双向道,,105.0772595,,service
6843507636,6843507636,,弄堂/生活性支路,双向道,,317.4183383,,service
6843507636,6843507636,,弄堂/生活性支路,双向道,,317.4183383,,service
6843507651,6843541344,,其他/社区道路,双向道,,213.5959397,,unclassified
6843507651,10234997823,,其他/社区道路,双向道,,215.0786186,,unclassified
6843507651,6843541311,,其他/社区道路,双向道,,582.2800326,,unclassified
6843507666,10234997822,,其他/社区道路,双向道,,6.962720155,,unclassified
6843507666,6843507672,,其他/社区道路,双向道,,13.17942695,,unclassified
6843507666,4406479502,龙腾大道/淀浦河桥,机动车干道,单向道,2,595.5744833,,secondary
6843507672,10693009454,,其他/社区道路,双向道,,3.439692698,,unclassified
6843507672,6843507666,,其他/社区道路,双向道,,13.17942695,,unclassified
6843507672,6843541360,龙腾大道,机动车干道,单向道,,406.8226346,,secondary
6843541297,6843541360,,专用非机动车/步行道,双向道,,12.66673489,,cycleway
6843541297,6843541342,龙腾大道,机动车干道,单向道,,205.0800053,,secondary
6843541297,10234997823,龙腾大道,专用非机动车/步行道,单向道,,210.1900043,,cycleway
6843541299,5278783249,,专用非机动车/步行道,双向道,,90.31772483,,cycleway
6843541299,10223887775,,专用非机动车/步行道,双向道,,187.4681585,,cycleway
6843541299,5278783004,,专用非机动车/步行道,双向道,,62.73015744,,cycleway
6843541302,6843541313,,其他/社区道路,双向道,,204.6028346,,unclassified
6843541302,6843507626,,其他/社区道路,双向道,,340.9680328,,unclassified
6843541302,11165273411,,专用非机动车/步行道,双向道,,466.0040018,,footway
6843541304,10221440332,,弄堂/生活性支路,双向道,,120.3080255,,service
6843541304,6843541331,,专用非机动车/步行道,双向道,,109.3687168,,cycleway
6843541304,10221440325,,专用非机动车/步行道,双向道,,145.4152623,,cycleway
6843541311,6843507651,,其他/社区道路,双向道,,582.2800326,,unclassified
6843541311,6843541339,,弄堂/生活性支路,双向道,,174.8525335,,service
6843541311,9482668217,龙腾大道,机动车干道,单向道,,66.35808398,,secondary
6843541313,6843541302,,其他/社区道路,双向道,,204.6028346,,unclassified
6843541313,2406341389,龙吴路,机动车干道,单向道,,147.840311,,primary
6843541317,5790943157,徐梅路,其他/社区道路,单向道,,670.7562502,,residential
6843541331,6843541304,,专用非机动车/步行道,双向道,,109.3687168,,cycleway
6843541339,6843541311,,弄堂/生活性支路,双向道,,174.8525335,,service
6843541342,10234997823,,其他/社区道路,双向道,,5.971530595,,unclassified
6843541342,6843507666,龙腾大道,机动车干道,单向道,,206.8394407,,secondary
6843541344,6843507651,,其他/社区道路,双向道,,213.5959397,,unclassified
6843541344,6843507632,,其他/社区道路,双向道,,310.9664697,,unclassified
6843541344,6843541355,,其他/社区道路,双向道,,212.7266354,,unclassified
6843541355,10234997822,,其他/社区道路,双向道,,15.59403137,,unclassified
6843541355,6843507632,,其他/社区道路,双向道,,210.6859469,,unclassified
6843541355,6843541344,,其他/社区道路,双向道,,212.7266354,,unclassified
6843541360,6843541317,龙腾大道,机动车干道,单向道,,5.907852906,,secondary
6843541360,6843541297,,专用非机动车/步行道,双向道,,12.66673489,,cycleway
6843854840,6843863823,云绣路,其他/社区道路,双向道,,118.281139,,residential
6843854840,9148524076,云绣路,其他/社区道路,双向道,,136.2173603,,residential
6843854840,11633788360,龙文路,机动车干道,双向道,,130.9310898,,tertiary
6843854840,10223851581,龙文路,机动车干道,双向道,,209.5559445,,tertiary
6843854859,5330450392,,专用非机动车/步行道,双向道,,16.74808571,,footway
6843854859,10223851534,,专用非机动车/步行道,双向道,,12.65186165,,footway
6843854859,10223851529,,专用非机动车/步行道,双向道,,311.1152459,,footway
6843854859,5330450387,,专用非机动车/步行道,双向道,,173.9159661,,footway
6843854859,6843863895,,专用非机动车/步行道,双向道,,56.66146594,,footway
6843854861,5330450385,,专用非机动车/步行道,双向道,,20.96997886,,footway
6843854861,10223851528,,专用非机动车/步行道,双向道,,20.32204034,,footway
6843854861,10223851525,,专用非机动车/步行道,双向道,,168.9764974,,footway
6843854861,6843863837,,专用非机动车/步行道,双向道,,83.51819326,,footway
6843863802,7424466560,,专用非机动车/步行道,双向道,,43.71095242,,footway
6843863802,7424466572,,专用非机动车/步行道,双向道,,48.49214472,,footway
6843863802,6843863887,,专用非机动车/步行道,双向道,,39.78527536,,footway
6843863806,7424466560,,专用非机动车/步行道,双向道,,11.33114391,,footway
6843863806,6843863887,,专用非机动车/步行道,双向道,,30.67581336,,footway
6843863806,7424466558,,专用非机动车/步行道,双向道,,53.98338496,,footway
6843863806,7424466564,,专用非机动车/步行道,双向道,,54.6125434,,footway
6843863823,6843854840,云绣路,其他/社区道路,双向道,,118.281139,,residential
6843863823,10223851577,龙爱路,其他/社区道路,双向道,,179.4624213,,unclassified
6843863823,11633788361,龙爱路,其他/社区道路,双向道,,156.48205,,unclassified
6843863823,6843863896,云绣路,其他/社区道路,双向道,,180.5234861,,residential
6843863837,5330450386,,专用非机动车/步行道,双向道,,52.26099176,,footway
6843863837,6843854861,,专用非机动车/步行道,双向道,,83.51819326,,footway
6843863837,7424466577,,专用非机动车/步行道,双向道,,155.8655886,,footway
6843863839,8002372467,,专用非机动车/步行道,双向道,,6.582538189,,footway
6843863839,2413787410,龙腾大道,机动车干道,单向道,2,140.1961926,,secondary
6843863887,5330450387,,专用非机动车/步行道,双向道,,6.334382438,,footway
6843863887,6843863806,,专用非机动车/步行道,双向道,,30.67581336,,footway
6843863887,6843863802,,专用非机动车/步行道,双向道,,39.78527536,,footway
6843863895,7424466572,,专用非机动车/步行道,双向道,,34.71728234,,footway
6843863895,7424466575,,专用非机动车/步行道,双向道,,33.60330256,,footway
6843863895,6843854859,,专用非机动车/步行道,双向道,,56.66146594,,footway
6843863896,1798020025,龙耀路,机动车干道,单向道,,50.09125968,,secondary
6843863896,6843863823,云绣路,其他/社区道路,双向道,,180.5234861,,residential
6843884464,10223887763,龙瑞路,其他/社区道路,双向道,,5.881663454,,residential
6843884464,1798026176,龙瑞路,其他/社区道路,双向道,,7.304483393,,residential
6843884464,10223887761,龙腾大道,机动车干道,单向道,2,666.6166598,,secondary
6903438536,3034560096,勤奋路,其他/社区道路,双向道,,97.80207037,,unclassified
6903438536,5081269281,,其他/社区道路,双向道,2,12.22265722,20,residential
6903438536,5084971947,,其他/社区道路,双向道,2,54.32397259,20,residential
6976403627,4450305802,,其他/社区道路,双向道,,208.7783207,,residential
6976403627,10223851567,,其他/社区道路,双向道,,143.3017728,,residential
6976403627,4450287458,,其他/社区道路,双向道,,186.2298412,,unclassified
6976403627,6976403628,,其他/社区道路,双向道,,116.580872,,unclassified
6976403628,12736938547,,其他/社区道路,双向道,,210.7932786,,unclassified
6976403628,10223851565,,其他/社区道路,双向道,,149.7946737,,unclassified
6976403628,6976403627,,其他/社区道路,双向道,,116.580872,,unclassified
6976403628,4908342198,,其他/社区道路,双向道,,116.0267072,,unclassified
6976403629,10223851565,,其他/社区道路,双向道,,6.194406293,,unclassified
6976403629,2413787608,龙腾大道,机动车干道,单向道,,114.7487532,,secondary
6978676569,10223851558,,弄堂/生活性支路,双向道,,5.079843986,,service
6978676569,7424471995,龙腾大道,机动车干道,单向道,,148.8305814,,secondary
6978676570,4908342184,,弄堂/生活性支路,双向道,,7.495152527,,service
6978676570,6978676573,,弄堂/生活性支路,双向道,,179.9470151,,service
6978676570,10223851558,,弄堂/生活性支路,双向道,,76.14837509,,service
6978676573,6978676570,,弄堂/生活性支路,双向道,,179.9470151,,service
6978693705,6978693711,,弄堂/生活性支路,双向道,,128.1116085,,service
6978693705,4450305801,,其他/社区道路,双向道,,174.5885672,,residential
6978693705,4388704175,,其他/社区道路,双向道,,44.76493745,,residential
6978693707,6978693708,,弄堂/生活性支路,双向道,,60.1550708,,service
6978693708,6978693707,,弄堂/生活性支路,双向道,,60.1550708,,service
6978693708,6978693711,,弄堂/生活性支路,双向道,,49.19352755,,service
6978693708,6978693711,,弄堂/生活性支路,双向道,,75.92041111,,service
6978693711,6978693708,,弄堂/生活性支路,双向道,,49.19352755,,service
6978693711,6978693708,,弄堂/生活性支路,双向道,,75.92041111,,service
6978693711,6978693705,,弄堂/生活性支路,双向道,,128.1116085,,service
6978693757,11811186966,,专用非机动车/步行道,双向道,,5.811403806,,footway
6978693757,7424471997,龙腾大道,机动车干道,单向道,,185.8509204,,secondary
6978693767,6978693768,,专用非机动车/步行道,双向道,,22.46287592,,footway
6978693767,11811186966,,专用非机动车/步行道,双向道,,132.7390359,,footway
6978693767,6978693775,,专用非机动车/步行道,双向道,,94.44970831,,footway
6978693768,6978693767,,专用非机动车/步行道,双向道,,22.46287592,,footway
6978693775,6978693767,,专用非机动车/步行道,双向道,,94.44970831,,footway
7043196786,7043196788,,专用非机动车/步行道,双向道,,10.56566896,,footway
7043196787,7043196788,,专用非机动车/步行道,双向道,,7.776133424,,footway
7043196788,7043196787,,专用非机动车/步行道,双向道,,7.776133424,,footway
7043196788,7043196786,,专用非机动车/步行道,双向道,,10.56566896,,footway
7043196788,845909378,龙临路,其他/社区道路,单向道,,133.8427706,,residential
7043196789,7043196791,,专用非机动车/步行道,双向道,,16.24148505,,footway
7043196790,7043196792,,专用非机动车/步行道,双向道,,12.55567764,,footway
7043196791,7043196792,,专用非机动车/步行道,双向道,,5.581540469,,footway
7043196791,7043196789,,专用非机动车/步行道,双向道,,16.24148505,,footway
7043196791,1091232822,老沪闵路,机动车干道,单向道,,8.874344055,,secondary
7043196792,7043196790,,专用非机动车/步行道,双向道,,12.55567764,,footway
7043196792,7043196791,,专用非机动车/步行道,双向道,,5.581540469,,footway
7043196792,845908784,老沪闵路,机动车干道,单向道,,12.17726032,,secondary
7043196793,7043196795,,专用非机动车/步行道,双向道,,11.49706616,,footway
7043196794,7043196796,,专用非机动车/步行道,双向道,,14.90799691,,footway
7043196795,1091232643,老沪闵路,机动车干道,单向道,,19.13605186,,secondary
7043196795,7043196796,,专用非机动车/步行道,双向道,,14.04360211,,footway
7043196795,7043196793,,专用非机动车/步行道,双向道,,11.49706616,,footway
7043196796,7043196794,,专用非机动车/步行道,双向道,,14.90799691,,footway
7043196796,7043196795,,专用非机动车/步行道,双向道,,14.04360211,,footway
7043196796,7043196808,老沪闵路,机动车干道,单向道,,378.9977836,,secondary
7043196797,7043196800,,专用非机动车/步行道,双向道,,7.89658323,,footway
7043196798,7043196799,,专用非机动车/步行道,双向道,,9.903406086,,footway
7043196799,7043196798,,专用非机动车/步行道,双向道,,9.903406086,,footway
7043196799,7043196800,,专用非机动车/步行道,双向道,,28.32164532,,footway
7043196799,843094439,上中路,机动车干道,单向道,,394.5916423,,secondary
7043196800,7043196799,,专用非机动车/步行道,双向道,,28.32164532,,footway
7043196800,7043196797,,专用非机动车/步行道,双向道,,7.89658323,,footway
7043196800,1091232659,上中路,机动车干道,单向道,,15.86346968,,secondary
7043196801,7043196804,,专用非机动车/步行道,双向道,,10.93650786,,footway
7043196802,7043196803,,专用非机动车/步行道,双向道,,7.7478119,,footway
7043196803,7043196802,,专用非机动车/步行道,双向道,,7.7478119,,footway
7043196803,7043196804,,专用非机动车/步行道,双向道,,21.62747273,,footway
7043196803,599719241,上中路,机动车干道,单向道,,20.45716999,,secondary
7043196804,7043196803,,专用非机动车/步行道,双向道,,21.62747273,,footway
7043196804,7043196801,,专用非机动车/步行道,双向道,,10.93650786,,footway
7043196804,3805839631,上中路,机动车干道,单向道,,149.0011005,,secondary
7043196805,7043196807,,专用非机动车/步行道,双向道,,8.794651603,,footway
7043196806,7043196808,,专用非机动车/步行道,双向道,,13.68518682,,footway
7043196807,7043196808,,专用非机动车/步行道,双向道,,13.03293724,,footway
7043196807,7043196805,,专用非机动车/步行道,双向道,,8.794651603,,footway
7043196807,13155493733,老沪闵路,机动车干道,单向道,,226.7111115,,secondary
7043196808,7043196806,,专用非机动车/步行道,双向道,,13.68518682,,footway
7043196808,7043196807,,专用非机动车/步行道,双向道,,13.03293724,,footway
7043196808,2405221573,老沪闵路,机动车干道,单向道,,29.6876221,,secondary
7043196810,2405221571,,专用非机动车/步行道,双向道,,13.30788938,,footway
7043196812,7043196814,,专用非机动车/步行道,双向道,,11.19986233,,footway
7043196813,7043196814,,专用非机动车/步行道,双向道,,13.56866412,,footway
7043196813,2405221572,老沪闵路,机动车干道,单向道,,22.80079959,,secondary
7043196813,1091232627,,专用非机动车/步行道,双向道,,115.5142339,,"['footway', 'steps']"
7043196814,7043196812,,专用非机动车/步行道,双向道,,11.19986233,,footway
7043196814,7043196813,,专用非机动车/步行道,双向道,,13.56866412,,footway
7043196814,7043196821,老沪闵路,机动车干道,单向道,,201.8278068,,secondary
7043196815,7043196817,,专用非机动车/步行道,双向道,,9.385972479,,footway
7043196816,7043196817,,专用非机动车/步行道,双向道,,16.69816259,,footway
7043196817,2405221573,嘉川路,其他/社区道路,双向道,,23.38801228,,residential
7043196817,7043196816,,专用非机动车/步行道,双向道,,16.69816259,,footway
7043196817,7043196815,,专用非机动车/步行道,双向道,,9.385972479,,footway
7043196817,599719654,嘉陵路/嘉川路,其他/社区道路,双向道,,531.1752126,,residential
7043196818,7043196820,,专用非机动车/步行道,双向道,,9.033946063,,footway
7043196819,7043196821,,专用非机动车/步行道,双向道,,14.04304799,,footway
7043196820,7043196821,,专用非机动车/步行道,双向道,,12.22318107,,footway
7043196820,7043196818,,专用非机动车/步行道,双向道,,9.033946063,,footway
7043196820,7043196813,老沪闵路,机动车干道,单向道,,203.8415732,,secondary
7043196821,599719428,老沪闵路,机动车干道,单向道,,30.23004325,,secondary
7043196821,7043196819,,专用非机动车/步行道,双向道,,14.04304799,,footway
7043196821,7043196820,,专用非机动车/步行道,双向道,,12.22318107,,footway
7044245209,107701614,虹桥路,机动车干道,单向道,4,19.26094045,,primary
7044245209,7044245210,,专用非机动车/步行道,双向道,,20.77565124,,footway
7044245209,2697945711,,专用非机动车/步行道,双向道,,12.92715685,,footway
7044245210,7044245209,,专用非机动车/步行道,双向道,,20.77565124,,footway
7044245210,107673873,虹桥路,机动车干道,单向道,4,17.6569891,,primary
7044245210,7044245212,,专用非机动车/步行道,双向道,,17.9024355,,footway
