cell_id,centroid_lon,centroid_lat,activity,小区均价,总建面,容积率,绿化率,green_view,sky_view,interface_continuity,walkability,traffic_pressure,street_activity,architecture,交通设施,生活服务,公司企业,汽车相关,商务住宅,休闲娱乐,酒店住宿,餐饮美食,购物消费,科教文化,医疗保健,旅游景点,运动健身,金融机构,diversity,交通设施_1,生活服务_1,公司企业_1,汽车相关_1,商务住宅_1,休闲娱乐_1,酒店住宿_1,餐饮美食_1,购物消费_1,科教文化_1,医疗保健_1,旅游景点_1,运动健身_1,金融机构_1
9053,121.43830252605544,31.181554765860152,0,0.0,0.0,0.0,0.0,0.0413345098495483,0.2864059209823607,0.148835301399231,0.0042254924774169,0.0095356702804565,0.000548243522644,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,238,315,232,30,157,36,70,332,443,128,65,12,82,37
9210,121.43920084133956,31.181554765860152,0,0.0,0.0,0.0,0.0,0.042943000793457,0.2412158421107698,0.175767626081194,0.0013179097856793,0.0107998847961424,0.000265462057931,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,222,290,223,25,159,33,65,327,449,120,48,19,80,35
9211,121.43920084133956,31.18232329930004,0,0.0,0.0,0.0,0.0,0.0578961372375488,0.330403486887614,0.200423717498779,0.0009935696919758,0.0283247629801431,0.0001020431518554,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,231,316,228,29,160,37,78,315,459,135,45,15,87,38
7641,121.43021768849836,31.18232329930004,0,0.0,0.0,0.0,0.0,0.0827236175537108,0.347217082977295,0.0913101832071939,0.0006993611653645,0.0196043650309243,8.249282836914062e-05,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,326,444,514,60,158,52,63,427,1010,245,75,8,95,55
7954,121.4320143190666,31.181554765860152,0,0.0,0.0,0.0,0.0,0.0201420783996582,0.2952400445938109,0.0832685232162475,0.019407033920288,0.0712368488311767,4.100799560546875e-05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,297,362,349,47,161,41,66,357,711,213,71,9,101,49
7955,121.4320143190666,31.18232329930004,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,318,419,402,49,171,50,74,412,752,242,77,11,111,50
7798,121.43111600378248,31.18232329930004,0,0.0,0.0,0.0,0.0,0.0322981834411621,0.363070774078369,0.0947417259216307,0.0029764175415038,0.0414417266845702,0.0001894950866698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,438,435,62,163,52,67,422,878,252,76,11,108,52
7956,121.4320143190666,31.18309182650116,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,479,445,57,176,55,79,409,773,267,78,10,115,58
7799,121.43111600378248,31.18309182650116,0,0.0,0.0,0.0,0.0,0.0359319448471069,0.2788786888122558,0.1113938093185423,0.0035719871520995,0.0216448307037352,0.0002421140670775,0,4,1,0,0,0,1,1,3,1,0,0,0,1,0,7,333,470,494,63,168,60,75,485,916,277,79,11,112,64
7484,121.42931937321424,31.18232329930004,0,0.0,0.0,0.0,0.0,0.0629430611928304,0.3454433282216391,0.1109007994333902,0.0006832281748453,0.017418066660563,5.459785461423333e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,471,619,63,167,56,69,480,1230,267,80,9,103,53
7642,121.43021768849836,31.18309182650116,0,0.0,0.0,0.0,0.0,0.0623300075531005,0.288271427154541,0.2117819786071779,0.0043683052062987,0.0321745872497557,7.414817810058595e-05,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,3,352,448,520,65,164,52,69,473,1106,263,78,10,101,61
7485,121.42931937321424,31.18309182650116,0,0.0,0.0,0.0,0.0,0.0488210678100586,0.334105682373047,0.1654689788818359,0.0350783348083496,0.0110241889953611,0.0005607604980468,0,2,1,1,0,0,0,0,1,0,1,1,0,0,1,7,368,466,613,64,169,58,69,483,1263,275,80,9,101,56
7328,121.42842105793014,31.18309182650116,0,0.0,0.0,0.0,0.0,0.0515009273182261,0.2814584211869677,0.1060150753368031,0.0136016065424138,0.0171998197382145,0.0008198998191139,0,6,1,7,2,1,0,0,0,0,2,0,0,0,2,7,366,466,607,63,168,57,71,481,1371,278,77,7,104,54
7486,121.42931937321424,31.183860347463447,0,66541.0,62530.0,3.6,0.3,0.3461220741271971,0.0650745391845703,0.2034063339233393,0.0090398788452148,0.0104667663574218,1.230239868164062e-05,0,3,1,2,0,2,0,0,0,0,0,0,0,0,0,4,385,463,597,61,178,54,78,477,1313,277,78,16,102,60
7329,121.42842105793014,31.183860347463447,0,0.0,0.0,0.0,0.0,0.0640419721603393,0.231210708618164,0.2480564117431639,0.0238924026489258,0.0123536586761474,0.0004009008407592,0,1,3,18,0,1,0,0,0,1,3,0,0,0,2,7,377,458,629,57,171,55,78,485,1362,274,77,15,95,59
7643,121.43021768849836,31.183860347463447,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,487,517,64,170,54,82,531,1165,278,79,16,109,61
7487,121.42931937321424,31.18462886218679,0,0.0,0.0,0.0,0.0,0.212441682815552,0.1678981781005861,0.1935348510742189,0.018686294555664,0.0580613613128659,0.0004920959472655,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,391,499,603,61,193,56,90,495,1368,282,86,18,104,60
7330,121.42842105793014,31.18462886218679,0,0.0,0.0,0.0,0.0,0.0585250854492186,0.2680766582489015,0.2544032335281374,0.0269559621810913,0.0069924592971801,0.0001157522201538,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,381,490,638,59,194,58,87,488,1377,281,80,18,101,61
7644,121.43021768849836,31.18462886218679,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,499,503,62,183,58,84,571,1262,286,78,18,110,61
7171,121.427522742646,31.18309182650116,0,0.0,0.0,0.0,0.0,0.0263562883649553,0.280052934374128,0.1366809436253138,0.0067761284964424,0.019659587368722,0.0002297673906598,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,3,357,525,636,66,173,58,71,509,1416,291,128,7,99,53
7015,121.42662442736189,31.183860347463447,0,0.0,0.0,0.0,0.0,0.2690537770589193,0.124131202697754,0.0828288396199543,0.0103327433268228,0.0365530649820962,0.0007500648498534,0,5,5,3,0,1,0,1,0,5,0,0,0,0,0,6,365,508,622,63,177,52,87,509,1369,279,133,9,96,50
7172,121.427522742646,31.183860347463447,0,0.0,0.0,0.0,0.0,0.1529868841171265,0.2107483744621276,0.1265673041343688,0.0223786234855652,0.0267686247825621,0.0002588629722594,0,3,1,5,0,1,0,0,0,5,0,0,0,0,0,5,367,485,630,60,175,53,82,503,1380,281,108,12,95,54
7016,121.42662442736189,31.18462886218679,0,0.0,0.0,0.0,0.0,0.1047601699829101,0.2051558494567868,0.1627187728881836,0.0201431274414062,0.0245014190673827,0.0017291069030761,0,0,0,1,0,0,0,0,7,6,0,0,0,1,0,4,363,511,624,64,190,51,92,525,1373,276,122,14,91,52
7957,121.4320143190666,31.183860347463447,0,0.0,0.0,0.0,0.0,0.019643211364746,0.297492504119873,0.1469783782958982,0.0061955451965331,0.0175881385803221,0.0003568649291992,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,350,487,481,58,174,52,82,459,857,278,79,16,115,59
7800,121.43111600378248,31.183860347463447,0,0.0,0.0,0.0,0.0,0.0207403500874836,0.2735343774159751,0.2304805119832356,0.0039755503336587,0.0546631018320718,0.0004847844441731,0,1,1,1,0,0,0,0,0,2,0,0,0,0,2,5,365,484,502,62,171,56,81,487,934,281,78,17,112,63
7958,121.4320143190666,31.18462886218679,0,0.0,0.0,0.0,0.0,0.042808903588189,0.360166761610243,0.1024714575873481,0.0102066993574489,0.0156579547458223,0.0010747909545897,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,3,365,509,510,60,177,56,89,510,940,291,76,19,125,63
7801,121.43111600378248,31.18462886218679,0,0.0,0.0,0.0,0.0,0.391129493713379,0.0092592239379882,0.2402949333190915,0.0056605339050293,0.0756845474243163,2.19345092773438e-05,0,1,1,1,0,2,0,0,5,0,0,0,0,0,0,5,377,510,529,61,181,60,87,543,1118,294,77,18,120,66
7959,121.4320143190666,31.185397370671108,0,0.0,0.0,0.0,0.0,0.0318129857381184,0.3201334211561414,0.153344260321723,0.0114410188462998,0.0136352115207247,0.0150879224141438,0,4,1,2,0,0,0,0,1,5,0,0,0,0,0,5,378,577,531,60,194,64,96,567,1114,325,79,23,133,70
7802,121.43111600378248,31.185397370671108,0,0.0,0.0,0.0,0.0,0.0713858604431152,0.21791934967041,0.3400789896647135,0.0260416666666666,0.0142232577006021,0.0031719207763671,0,1,1,0,0,2,1,1,1,0,1,0,0,0,0,7,389,537,521,61,191,65,90,607,1282,315,72,20,131,75
7960,121.4320143190666,31.186165872916323,0,0.0,0.0,0.0,0.0,0.0511615011427137,0.3207128842671711,0.1542718675401475,0.0038110415140787,0.0262848006354436,0.0008718702528211,0,0,3,0,0,0,0,0,1,2,0,2,0,0,0,4,381,581,503,64,205,64,98,606,1160,335,79,25,135,76
7803,121.43111600378248,31.186165872916323,0,0.0,0.0,0.0,0.0,0.0305041313421386,0.1974830627441408,0.342757225036621,0.039650821685791,0.0351882934570311,0.0046871185302733,0,0,9,0,0,1,0,0,10,7,0,0,0,0,0,4,397,586,539,62,201,68,98,631,1334,333,73,24,135,76
7961,121.4320143190666,31.18693436892234,0,0.0,0.0,0.0,0.0,0.0566709637641906,0.3363086581230165,0.1388505697250365,0.0029217004776,0.0420424938201903,0.0003414154052734,0,2,1,0,0,0,0,0,9,3,0,0,0,0,0,4,393,617,533,70,219,77,108,633,1239,361,84,25,144,79
7804,121.43111600378248,31.18693436892234,0,92690.0,0.0,3.0,0.3,0.1119084358215332,0.1613955497741699,0.2968080838521322,0.0291846593221028,0.0297574996948241,0.0067723592122395,0,1,4,0,0,0,0,3,9,1,0,0,0,0,0,5,409,626,576,70,220,74,105,640,1371,360,84,25,141,87
7173,121.427522742646,31.18462886218679,0,124365.0,12000.0,3.0,0.1,0.0748000144958496,0.285331964492798,0.1595432758331296,0.0382401943206787,0.0003237724304198,0.0006253719329833,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,362,462,626,57,193,53,84,501,1369,275,74,16,97,57
6859,121.42572611207775,31.18462886218679,0,0.0,0.0,0.0,0.0,0.0914031664530436,0.1971899668375649,0.1953350702921546,0.0211054484049478,0.027635892232259,0.0053141911824543,0,0,1,7,0,1,0,0,0,4,1,0,0,0,1,6,351,533,630,64,196,50,84,529,1381,291,136,10,84,52
7017,121.42662442736189,31.185397370671108,0,123083.0,24331.0,4.6,0.3,0.0851815541585283,0.275819460550944,0.1643053690592445,0.0487351417541503,0.0048556327819824,0.0006661415100096,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,2,350,483,633,64,202,50,90,505,1382,284,93,14,92,57
7174,121.427522742646,31.185397370671108,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,363,518,630,63,199,54,90,504,1381,288,68,18,102,60
6860,121.42572611207775,31.185397370671108,0,0.0,0.0,0.0,0.0,0.1668866872787475,0.1643519401550292,0.1836365461349488,0.023870825767517,0.0254909992218016,0.0010876655578612,0,0,2,5,0,1,0,0,1,14,0,0,0,0,0,5,344,523,637,65,201,51,91,523,1383,295,124,14,88,57
7018,121.42662442736189,31.186165872916323,0,0.0,0.0,0.0,0.0,0.1821589469909668,0.2125741958618165,0.1359889030456542,0.0582066535949706,0.0184087753295897,0.0017087936401366,0,6,1,1,0,0,0,0,1,7,0,0,0,2,0,6,358,535,643,65,219,51,97,504,1408,303,68,16,92,61
7175,121.427522742646,31.186165872916323,0,103530.0,200000.0,3.85,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,3,0,3,0,6,0,0,0,0,0,4,373,530,641,63,221,57,98,519,1409,303,74,20,105,62
6861,121.42572611207775,31.186165872916323,0,131639.0,35000.0,3.5,0.35,0.2125416755676266,0.2042125701904296,0.1027939796447754,0.0391337394714355,0.0361097335815428,0.003088092803955,0,4,0,2,0,1,0,0,0,5,0,0,0,0,0,4,346,535,654,67,210,49,96,507,1399,293,99,14,85,63
7019,121.42662442736189,31.18693436892234,0,0.0,0.0,0.0,0.0,0.267626285552979,0.130236148834229,0.1300997734069827,0.0410962104797363,0.0109591484069822,0.0025386810302734,0,0,2,5,0,0,0,0,0,22,0,0,0,0,0,3,370,556,653,63,230,56,96,529,1424,314,67,18,95,69
6862,121.42572611207775,31.18693436892234,0,0.0,0.0,0.0,0.0,0.1206473112106325,0.2259284257888795,0.1989177465438841,0.0560256242752075,0.0989300012588501,0.0022841691970824,0,1,0,3,0,1,1,0,0,6,3,0,0,0,0,6,344,514,660,62,223,49,91,500,1415,312,70,15,82,70
9995,121.44369241776016,31.181554765860152,0,0.0,0.0,0.0,0.0,0.0836127599080403,0.320954481760661,0.1181699434916178,0.002691109975179,0.1408058007558186,0.0001336733500162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,177,283,178,26,138,21,50,269,343,97,48,42,51,44
10152,121.44459073304428,31.181554765860152,0,56700.0,0.0,1.2,0.2,0.207136313120524,0.2424212296178791,0.1066257158915201,0.0264711380004882,0.0375691254933673,0.0019401709238687,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,172,290,172,25,140,26,53,252,343,107,53,39,46,47
10153,121.44459073304428,31.18232329930004,0,0.0,0.0,0.0,0.0,0.243124008178711,0.1945102691650392,0.0969282150268554,0.0238503456115722,0.0188946723937987,0.0017118453979491,0,3,3,0,0,0,0,0,0,0,1,3,0,0,0,4,178,353,174,35,133,34,60,393,427,122,66,40,61,45
9996,121.44369241776016,31.18232329930004,0,0.0,0.0,0.0,0.0,0.305148124694824,0.146001815795898,0.1041750907897949,0.02490234375,0.0037503242492674,0.0026755332946777,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,193,316,191,32,144,35,58,314,364,115,64,40,59,57
10154,121.44459073304428,31.18309182650116,0,90188.5,0.0,1.5499999999999998,0.3,0.2226645525764016,0.221152249504538,0.0804195404052733,0.0185585863449994,0.0546316259047563,0.0030516456155215,0,2,1,0,0,1,0,0,5,4,0,1,0,0,0,6,186,397,187,34,145,43,65,398,418,136,83,39,70,58
9997,121.44369241776016,31.18309182650116,0,119680.0,5000.0,1.8,0.3,0.1473597685496011,0.2450722853342693,0.139233430226644,0.0149805545806884,0.0681223074595133,0.0003240108489989,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,3,190,369,233,33,156,40,65,339,384,136,75,37,69,61
10309,121.4454890483284,31.181554765860152,0,115512.0,10000.0,2.9,0.25,0.1458921432495117,0.266792106628418,0.11373872756958,0.0215331077575683,0.0227443695068358,0.000918674468994,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,162,308,148,30,135,31,54,320,387,115,55,39,53,47
10467,121.44638736361252,31.18232329930004,0,0.0,0.0,0.0,0.0,0.0715263366699218,0.294029521942139,0.127258014678955,0.0183899879455566,0.0958009719848632,0.0004460334777831,0,1,5,0,1,0,1,0,0,7,0,0,0,1,0,6,159,355,159,31,134,32,49,338,393,126,60,39,58,53
10310,121.4454890483284,31.18232329930004,0,98612.0,0.0,1.8,0.3,0.209514558315277,0.2009642124176025,0.1105419397354125,0.0193046331405639,0.0398011207580565,0.0023468732833861,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,3,166,359,153,29,132,30,57,341,395,125,68,39,57,51
10468,121.44638736361252,31.18309182650116,0,0.0,0.0,0.0,0.0,0.0312137603759766,0.306707859039307,0.1224522590637206,0.0116024017333984,0.1917891502380371,0.0002441406249999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,387,171,34,140,35,62,352,413,125,73,38,59,53
10311,121.4454890483284,31.18309182650116,0,0.0,0.0,0.0,0.0,0.1939016977945966,0.240617275238037,0.0778581301371256,0.0225351651509603,0.0603982607523599,0.0044550895690917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,396,179,32,145,34,59,390,412,134,80,37,61,55
10469,121.44638736361252,31.183860347463447,0,86696.0,12000.0,1.6,0.3,0.1403124332427975,0.2822806835174565,0.151426076889038,0.0011553764343261,0.0514230728149413,0.0019381046295165,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,178,433,214,36,153,36,72,373,451,137,92,34,56,58
10624,121.44728567889663,31.18232329930004,0,0.0,0.0,0.0,0.0,0.1087098121643065,0.29609751701355,0.1167638301849364,0.0202361345291137,0.0092350244522093,0.0015126466751097,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,153,353,167,34,139,37,50,341,399,128,57,39,56,51
10625,121.44728567889663,31.18309182650116,0,0.0,0.0,0.0,0.0,0.0892276763916016,0.3387446403503418,0.1058918635050455,0.0127348105112711,0.0124250253041584,0.0007541179656981,0,0,3,0,0,1,0,0,0,1,0,1,0,0,0,4,156,400,170,34,137,36,62,349,423,128,79,39,54,52
10782,121.44818399418077,31.18309182650116,0,0.0,0.0,0.0,0.0,0.052765130996704,0.3628975550333662,0.1278260548909505,0.0125255584716796,0.0256281693776447,0.0010688304901122,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,3,155,407,190,35,135,37,63,361,420,129,76,38,53,52
10626,121.44728567889663,31.183860347463447,0,88259.33333333333,6500.0,1.2,0.3,0.0593998772757394,0.3573560714721678,0.1003413881574357,0.0081255095345633,0.0287049838474817,0.0005680492946079,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,3,164,430,216,34,148,35,80,382,443,137,94,34,56,58
10783,121.44818399418077,31.183860347463447,0,84998.0,0.0,1.6,0.35,0.0531105995178223,0.3581697600228444,0.0957689285278319,0.0056586265563964,0.0297960553850445,0.0006242479596818,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,165,418,203,36,135,40,79,381,429,132,88,33,54,52
10627,121.44728567889663,31.18462886218679,0,88743.0,5000.0,4.0,0.35,0.1860039574759345,0.181356770651681,0.166276523045131,0.0280233791896275,0.0455611773899622,0.0061706134251184,0,0,1,0,0,2,0,1,4,1,0,0,0,0,0,5,183,452,222,36,154,40,95,402,464,137,98,23,58,60
10155,121.44459073304428,31.183860347463447,0,92439.0,0.0,1.9,0.3,0.1691938506232368,0.2156384785970052,0.1666430367363823,0.0133248964945475,0.0255707634819877,0.0087414847479925,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,203,426,225,40,160,42,75,434,446,152,93,30,76,59
9998,121.44369241776016,31.183860347463447,0,0.0,0.0,0.0,0.0,0.1232097625732421,0.2422283172607421,0.1739139556884766,0.0117170333862304,0.0351463317871092,0.0029958724975585,0,1,3,1,0,0,0,1,15,14,1,0,0,0,0,7,206,420,252,40,169,46,74,377,423,145,91,29,76,64
9999,121.44369241776016,31.18462886218679,0,0.0,0.0,0.0,0.0,0.1426077570234028,0.2375620433262416,0.1232844761439732,0.0199018205915178,0.0163092613220213,0.0013277190072195,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,3,208,454,256,43,185,50,93,425,447,174,95,19,94,61
10156,121.44459073304428,31.18462886218679,0,0.0,0.0,0.0,0.0,0.1601604052952359,0.2083956173488073,0.1675184794834682,0.0194573402404784,0.022818361117013,0.005383219037737,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,6,203,452,239,44,172,46,84,455,461,157,95,20,84,69
10000,121.44369241776016,31.185397370671108,0,50280.0,0.0,0.6,0.3,0.0290290117263793,0.3276576995849609,0.1408278942108153,0.0021334290504455,0.0063830614089964,0.000852882862091,0,0,4,2,0,2,0,0,0,9,0,0,0,0,0,4,213,484,262,46,195,53,103,468,463,176,104,12,92,64
10157,121.44459073304428,31.185397370671108,0,84998.0,0.0,1.9,0.3,0.0703935623168945,0.2399024433559841,0.0864816771613226,0.0052445729573567,0.0302478472391763,0.001189973619249,0,0,0,0,0,2,1,0,0,9,0,0,0,0,0,3,210,515,261,48,191,53,108,497,509,180,106,13,94,75
10001,121.44369241776016,31.186165872916323,0,87920.0,0.0,3.0,0.2,0.1790647506713867,0.1685285568237305,0.136398394902547,0.0164442062377929,0.0113408565521238,0.0228783289591471,0,1,1,0,0,1,0,0,1,3,1,0,0,0,0,6,223,517,277,45,207,58,115,515,491,182,119,10,97,66
10158,121.44459073304428,31.186165872916323,0,0.0,0.0,0.0,0.0,0.0435963977466929,0.248127893968062,0.1269569830460981,0.0010463107715953,0.0195159912109374,0.0002680691805752,0,1,3,0,0,0,0,0,1,6,0,1,0,0,0,5,216,568,279,49,204,60,125,553,538,190,121,11,92,77
10002,121.44369241776016,31.18693436892234,0,0.0,0.0,0.0,0.0,0.0869145393371582,0.112778186798096,0.0644912719726561,0.0013651847839355,0.0305075645446776,0.0004034042358398,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,226,578,279,46,215,57,124,532,528,188,140,6,98,71
10159,121.44459073304428,31.18693436892234,0,0.0,0.0,0.0,0.0,0.0445424318313598,0.1139905452728272,0.0800925493240355,0.0019495487213134,0.037919759750366,0.0006639957427977,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,222,619,278,49,214,65,138,604,575,201,139,7,100,76
10312,121.4454890483284,31.183860347463447,0,0.0,0.0,0.0,0.0,0.0316525868007115,0.264220442090716,0.2577943120683941,0.0159965923854282,0.027750083378383,0.0042817933218818,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,186,434,203,42,157,37,72,437,459,140,91,31,65,59
10313,121.4454890483284,31.18462886218679,0,0.0,0.0,0.0,0.0,0.1330754756927491,0.2589701016743979,0.1575795809427897,0.0049537022908528,0.0472207864125568,0.0060694217681884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,476,237,41,168,46,87,464,496,160,94,22,68,63
10470,121.44638736361252,31.18462886218679,0,0.0,0.0,0.0,0.0,0.0914616584777833,0.3009063402811683,0.1514469782511392,0.0064174334208169,0.0688412984212238,0.0060658454895019,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,179,458,226,37,162,39,92,447,483,141,98,24,59,60
10471,121.44638736361252,31.185397370671108,0,0.0,0.0,0.0,0.0,0.1040917634963991,0.2952250242233275,0.1425713300704955,0.0278810262680053,0.057796001434326,0.0094854831695556,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,198,515,233,39,169,45,112,482,513,151,107,14,67,65
10314,121.4454890483284,31.185397370671108,0,0.0,0.0,0.0,0.0,0.0994925498962402,0.126942157745361,0.0634760856628417,0.0007824897766113,0.0045084953308105,0.0001158714294433,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,194,512,255,42,182,52,114,493,517,163,103,14,74,68
10472,121.44638736361252,31.186165872916323,0,93329.0,36500.0,1.9,0.3,0.0636521180470785,0.3344674110412598,0.1267661253611249,0.0332739353179931,0.0096168518066404,0.0039968490600585,0,3,3,0,0,2,0,2,7,6,0,1,0,0,0,7,210,566,257,42,185,52,132,495,528,169,118,8,70,70
10315,121.4454890483284,31.186165872916323,0,0.0,0.0,0.0,0.0,0.0745111192975725,0.1306414604187012,0.0660800252641949,0.0024318695068359,0.0027265548706053,0.000582354409354,0,1,1,0,0,0,0,0,0,5,0,0,0,0,2,4,209,600,257,48,195,59,129,534,542,188,124,10,88,73
